Order ID,Customer ID,Order Date ,Store,SalesPerson,,,,,,
62,C2788Bris,2/01/2015,Brisbane,B1,,,,,,
63,C4282Melb,2/01/2015,Melbourne,M1,,,,,,
64,C4378Bris,2/01/2015,Brisbane,B3,,,,,,
65,C2096Sydn,2/01/2015,Sydney,S2,,,,,,
66,C2357Bris,2/01/2015,Brisbane,B1,,,,,,
67,C4590Bris,2/01/2015,Brisbane,B1,,,,,,
68,C3603Sydn,2/01/2015,Sydney,S1,,,,,,
69,C4068Melb,2/01/2015,Melbourne,M1,,,,,,
70,C2910Bris,2/01/2015,Brisbane,B2,,,,,,
71,C2958Darw,2/01/2015,Darwin,D3,,,,,,
72,C4384Bris,2/01/2015,Brisbane,B3,,,,,,
73,C3496Darw,2/01/2015,Darwin,D3,,,,,,
74,C4810Bris,2/01/2015,Brisbane,B1,,,,,,
75,C2148Bris,2/01/2015,Brisbane,B2,,,,,,
76,C2632Darw,3/01/2015,Darwin,D1,,,,,,
77,C4444Bris,3/01/2015,Brisbane,B2,,,,,,
78,C149Darw,3/01/2015,Darwin,D2,,,,,,
79,C3865Bris,3/01/2015,Brisbane,B1,,,,,,
80,C4580Darw,3/01/2015,Darwin,D3,,,,,,
81,C197Bris,3/01/2015,Brisbane,B2,,,,,,
82,C4439Bris,3/01/2015,Brisbane,B1,,,,,,
83,C3255Bris,3/01/2015,Brisbane,B2,,,,,,
84,C2037Bris,3/01/2015,Brisbane,B2,,,,,,
85,C1843Darw,3/01/2015,Darwin,D2,,,,,,
86,C1526Darw,3/01/2015,Darwin,D2,,,,,,
87,C1266Darw,3/01/2015,Darwin,D3,,,,,,
88,C1061Darw,3/01/2015,Darwin,D2,,,,,,
89,C3562Bris,3/01/2015,Brisbane,B2,,,,,,
90,C864Sydn,3/01/2015,Sydney,S1,,,,,,
91,C4921Bris,3/01/2015,Brisbane,B2,,,,,,
92,C4427Darw,3/01/2015,Darwin,D1,,,,,,
93,C1416Darw,3/01/2015,Darwin,D1,,,,,,
94,C770Sydn,3/01/2015,Sydney,S2,,,,,,
95,C656Sydn,3/01/2015,Sydney,S2,,,,,,
96,C1226Melb,3/01/2015,Melbourne,M2,,,,,,
97,C2010Bris,3/01/2015,Brisbane,B2,,,,,,
98,C1327Darw,3/01/2015,Darwin,D1,,,,,,
99,C160Darw,3/01/2015,Darwin,D3,,,,,,
100,C472Sydn,3/01/2015,Sydney,S1,,,,,,
101,C3046Bris,3/01/2015,Brisbane,B2,,,,,,
102,C3832Bris,3/01/2015,Brisbane,B1,,,,,,
103,C3779Bris,3/01/2015,Brisbane,B1,,,,,,
104,C3150Darw,3/01/2015,Darwin,D3,,,,,,
105,C1826Sydn,3/01/2015,Sydney,S2,,,,,,
106,C3343Bris,3/01/2015,Brisbane,B2,,,,,,
107,C1851Darw,3/01/2015,Darwin,D4,,,,,,
108,C4651Bris,3/01/2015,Brisbane,B1,,,,,,
109,C3729Bris,3/01/2015,Brisbane,B1,,,,,,
110,C227Bris,3/01/2015,Brisbane,B2,,,,,,
111,C4174Bris,3/01/2015,Brisbane,B1,,,,,,
112,C2129Darw,4/01/2015,Darwin,D3,,,,,,
113,C1065Darw,4/01/2015,Darwin,D1,,,,,,
114,C2052Darw,4/01/2015,Darwin,D2,,,,,,
115,C1091Darw,4/01/2015,Darwin,D2,,,,,,
116,C157Darw,4/01/2015,Darwin,D4,,,,,,
117,C1079Darw,4/01/2015,Darwin,D2,,,,,,
118,C1784Darw,4/01/2015,Darwin,D3,,,,,,
119,C1106Darw,4/01/2015,Darwin,D2,,,,,,
120,C1589Darw,4/01/2015,Darwin,D4,,,,,,
121,C1690Darw,4/01/2015,Darwin,D4,,,,,,
122,C1857Darw,4/01/2015,Darwin,D3,,,,,,
123,C174Darw,4/01/2015,Darwin,D4,,,,,,
124,C1045Darw,4/01/2015,Darwin,D3,,,,,,
125,C1828Darw,4/01/2015,Darwin,D2,,,,,,
126,C1518Darw,4/01/2015,Darwin,D3,,,,,,
127,C1875Darw,4/01/2015,Darwin,D1,,,,,,
128,C4653Darw,4/01/2015,Darwin,D3,,,,,,
129,C3367Darw,4/01/2015,Darwin,D2,,,,,,
130,C1349Darw,4/01/2015,Darwin,D4,,,,,,
131,C1650Darw,4/01/2015,Darwin,D1,,,,,,
132,C240Darw,4/01/2015,Darwin,D3,,,,,,
133,C1245Darw,4/01/2015,Darwin,D2,,,,,,
134,C3150Darw,4/01/2015,Darwin,D4,,,,,,
135,C4647Darw,4/01/2015,Darwin,D4,,,,,,
136,C2974Darw,4/01/2015,Darwin,D2,,,,,,
137,C270Darw,4/01/2015,Darwin,D4,,,,,,
138,C1063Darw,4/01/2015,Darwin,D4,,,,,,
139,C3103Darw,4/01/2015,Darwin,D4,,,,,,
140,C1571Darw,4/01/2015,Darwin,D1,,,,,,
141,C1697Darw,4/01/2015,Darwin,D3,,,,,,
142,C586Darw,4/01/2015,Darwin,D1,,,,,,
143,C475Darw,4/01/2015,Darwin,D2,,,,,,
144,C536Melb,5/01/2015,Melbourne,M1,,,,,,
145,C3565Bris,5/01/2015,Brisbane,B1,,,,,,
146,C4275Bris,5/01/2015,Brisbane,B2,,,,,,
147,C1661Sydn,5/01/2015,Sydney,S1,,,,,,
148,C1630Darw,5/01/2015,Darwin,D1,,,,,,
149,C2187Bris,5/01/2015,Brisbane,B2,,,,,,
150,C4357Bris,5/01/2015,Brisbane,B1,,,,,,
151,C634Bris,5/01/2015,Brisbane,B1,,,,,,
152,C3238Bris,5/01/2015,Brisbane,B2,,,,,,
153,C1745Darw,5/01/2015,Darwin,D3,,,,,,
154,C4191Bris,5/01/2015,Brisbane,B2,,,,,,
155,C4632Bris,5/01/2015,Brisbane,B1,,,,,,
156,C4907Bris,5/01/2015,Brisbane,B1,,,,,,
157,C268Bris,5/01/2015,Brisbane,B2,,,,,,
158,C3608Bris,5/01/2015,Brisbane,B2,,,,,,
159,C623Bris,5/01/2015,Brisbane,B2,,,,,,
160,C3166Bris,5/01/2015,Brisbane,B2,,,,,,
161,C3809Bris,5/01/2015,Brisbane,B1,,,,,,
162,C3512Bris,5/01/2015,Brisbane,B2,,,,,,
163,C822Sydn,5/01/2015,Sydney,S2,,,,,,
164,C1912Darw,5/01/2015,Darwin,D1,,,,,,
165,C1327Darw,5/01/2015,Darwin,D2,,,,,,
166,C498Darw,5/01/2015,Darwin,D4,,,,,,
167,C1065Darw,5/01/2015,Darwin,D4,,,,,,
168,C4974Bris,5/01/2015,Brisbane,B1,,,,,,
169,C2516Bris,5/01/2015,Brisbane,B1,,,,,,
170,C4007Bris,5/01/2015,Brisbane,B1,,,,,,
171,C2149Sydn,5/01/2015,Sydney,S2,,,,,,
172,C3500Sydn,5/01/2015,Sydney,S1,,,,,,
173,C4479Bris,5/01/2015,Brisbane,B1,,,,,,
174,C3861Bris,5/01/2015,Brisbane,B2,,,,,,
175,C4344Melb,6/01/2015,Melbourne,M2,,,,,,
176,C158Sydn,6/01/2015,Sydney,S2,,,,,,
177,C921Melb,6/01/2015,Melbourne,M2,,,,,,
178,C2166Darw,6/01/2015,Darwin,D3,,,,,,
179,C1265Darw,6/01/2015,Darwin,D4,,,,,,
180,C2579Darw,6/01/2015,Darwin,D2,,,,,,
181,C2908Bris,6/01/2015,Brisbane,B3,,,,,,
182,C726Sydn,6/01/2015,Sydney,S2,,,,,,
183,C4786Bris,6/01/2015,Brisbane,B3,,,,,,
184,C1462Darw,6/01/2015,Darwin,D2,,,,,,
185,C4259Bris,6/01/2015,Brisbane,B3,,,,,,
186,C1660Darw,6/01/2015,Darwin,D1,,,,,,
187,C1981Bris,6/01/2015,Brisbane,B1,,,,,,
188,C4349Melb,6/01/2015,Melbourne,M2,,,,,,
189,C240Darw,6/01/2015,Darwin,D1,,,,,,
190,C2532Bris,6/01/2015,Brisbane,B2,,,,,,
191,C3258Bris,6/01/2015,Brisbane,B2,,,,,,
192,C4734Bris,6/01/2015,Brisbane,B2,,,,,,
193,C3038Bris,6/01/2015,Brisbane,B1,,,,,,
194,C2380Bris,6/01/2015,Brisbane,B1,,,,,,
195,C3682Melb,6/01/2015,Melbourne,M1,,,,,,
196,C86Sydn,6/01/2015,Sydney,S1,,,,,,
197,C1212Melb,6/01/2015,Melbourne,M2,,,,,,
198,C3079Bris,6/01/2015,Brisbane,B2,,,,,,
199,C3576Sydn,6/01/2015,Sydney,S1,,,,,,
200,C1746Darw,6/01/2015,Darwin,D2,,,,,,
201,C397Darw,7/01/2015,Darwin,D3,,,,,,
202,C3768Darw,7/01/2015,Darwin,D4,,,,,,
203,C1352Darw,7/01/2015,Darwin,D3,,,,,,
204,C3461Bris,7/01/2015,Brisbane,B1,,,,,,
205,C2077Sydn,7/01/2015,Sydney,S1,,,,,,
206,C2262Darw,7/01/2015,Darwin,D4,,,,,,
207,C3357Sydn,7/01/2015,Sydney,S1,,,,,,
208,C1813Darw,7/01/2015,Darwin,D3,,,,,,
209,C4732Bris,7/01/2015,Brisbane,B1,,,,,,
210,C3623Bris,7/01/2015,Brisbane,B2,,,,,,
211,C4477Sydn,7/01/2015,Sydney,S2,,,,,,
212,C924Sydn,7/01/2015,Sydney,S1,,,,,,
213,C2907Bris,7/01/2015,Brisbane,B2,,,,,,
214,C3665Bris,7/01/2015,Brisbane,B2,,,,,,
215,C4533Darw,7/01/2015,Darwin,D3,,,,,,
216,C256Bris,7/01/2015,Brisbane,B1,,,,,,
217,C4246Sydn,7/01/2015,Sydney,S2,,,,,,
218,C511Melb,7/01/2015,Melbourne,M2,,,,,,
219,C3579Darw,7/01/2015,Darwin,D4,,,,,,
220,C1341Sydn,7/01/2015,Sydney,S1,,,,,,
221,C1904Darw,7/01/2015,Darwin,D1,,,,,,
222,C2189Bris,7/01/2015,Brisbane,B1,,,,,,
223,C2827Bris,7/01/2015,Brisbane,B1,,,,,,
224,C1809Sydn,7/01/2015,Sydney,S2,,,,,,
225,C2884Bris,7/01/2015,Brisbane,B2,,,,,,
226,C1731Darw,7/01/2015,Darwin,D4,,,,,,
227,C3776Bris,7/01/2015,Brisbane,B1,,,,,,
228,C1245Darw,7/01/2015,Darwin,D3,,,,,,
229,C416Darw,7/01/2015,Darwin,D4,,,,,,
230,C4996Bris,7/01/2015,Brisbane,B2,,,,,,
231,C1381Darw,7/01/2015,Darwin,D2,,,,,,
232,C4188Melb,7/01/2015,Melbourne,M1,,,,,,
233,C2528Darw,7/01/2015,Darwin,D3,,,,,,
234,C332Bris,7/01/2015,Brisbane,B1,,,,,,
235,C97Bris,7/01/2015,Brisbane,B2,,,,,,
236,C4867Bris,8/01/2015,Brisbane,B3,,,,,,
237,C3659Melb,8/01/2015,Melbourne,M1,,,,,,
238,C1555Darw,8/01/2015,Darwin,D4,,,,,,
239,C4166Bris,8/01/2015,Brisbane,B3,,,,,,
240,C1807Sydn,8/01/2015,Sydney,S2,,,,,,
241,C1375Darw,8/01/2015,Darwin,D1,,,,,,
242,C3693Darw,8/01/2015,Darwin,D4,,,,,,
243,C1177Darw,8/01/2015,Darwin,D3,,,,,,
244,C3750Bris,8/01/2015,Brisbane,B2,,,,,,
245,C511Melb,8/01/2015,Melbourne,M2,,,,,,
246,C1015Darw,8/01/2015,Darwin,D1,,,,,,
247,C4349Melb,8/01/2015,Melbourne,M2,,,,,,
248,C3402Sydn,8/01/2015,Sydney,S2,,,,,,
249,C2539Bris,8/01/2015,Brisbane,B2,,,,,,
250,C4075Melb,8/01/2015,Melbourne,M1,,,,,,
251,C2033Bris,8/01/2015,Brisbane,B2,,,,,,
252,C1290Darw,8/01/2015,Darwin,D3,,,,,,
253,C1690Darw,8/01/2015,Darwin,D1,,,,,,
254,C4417Sydn,8/01/2015,Sydney,S1,,,,,,
255,C3470Sydn,8/01/2015,Sydney,S1,,,,,,
256,C4002Bris,8/01/2015,Brisbane,B1,,,,,,
257,C2186Bris,8/01/2015,Brisbane,B1,,,,,,
258,C3818Melb,8/01/2015,Melbourne,M1,,,,,,
259,C91Bris,8/01/2015,Brisbane,B2,,,,,,
260,C1362Darw,8/01/2015,Darwin,D4,,,,,,
261,C139Sydn,8/01/2015,Sydney,S2,,,,,,
262,C2545Sydn,8/01/2015,Sydney,S2,,,,,,
263,C1150Darw,8/01/2015,Darwin,D2,,,,,,
264,C787Melb,8/01/2015,Melbourne,M1,,,,,,
265,C181Darw,8/01/2015,Darwin,D4,,,,,,
266,C3183Sydn,8/01/2015,Sydney,S2,,,,,,
267,C934Bris,9/01/2015,Brisbane,B2,,,,,,
268,C1739Darw,9/01/2015,Darwin,D3,,,,,,
269,C3677Bris,9/01/2015,Brisbane,B1,,,,,,
270,C4381Bris,9/01/2015,Brisbane,B1,,,,,,
271,C222Bris,9/01/2015,Brisbane,B2,,,,,,
272,C2920Bris,9/01/2015,Brisbane,B1,,,,,,
273,C4557Sydn,9/01/2015,Sydney,S2,,,,,,
274,C1734Darw,9/01/2015,Darwin,D1,,,,,,
275,C2823Bris,9/01/2015,Brisbane,B2,,,,,,
276,C2137Bris,9/01/2015,Brisbane,B1,,,,,,
277,C3212Bris,9/01/2015,Brisbane,B2,,,,,,
278,C3942Bris,9/01/2015,Brisbane,B2,,,,,,
279,C3113Bris,9/01/2015,Brisbane,B1,,,,,,
280,C4136Melb,9/01/2015,Melbourne,M2,,,,,,
281,C1300Sydn,9/01/2015,Sydney,S1,,,,,,
282,C3935Bris,9/01/2015,Brisbane,B1,,,,,,
283,C4010Bris,9/01/2015,Brisbane,B2,,,,,,
284,C3776Bris,9/01/2015,Brisbane,B2,,,,,,
285,C3096Bris,9/01/2015,Brisbane,B2,,,,,,
286,C1826Sydn,9/01/2015,Sydney,S1,,,,,,
287,C1802Darw,9/01/2015,Darwin,D2,,,,,,
288,C1940Darw,9/01/2015,Darwin,D4,,,,,,
289,C2443Bris,9/01/2015,Brisbane,B2,,,,,,
290,C3018Bris,9/01/2015,Brisbane,B1,,,,,,
291,C5070Melb,10/01/2015,Melbourne,M2,,,,,,
292,C248Bris,10/01/2015,Brisbane,B3,,,,,,
293,C4133Melb,10/01/2015,Melbourne,M1,,,,,,
294,C700Bris,10/01/2015,Brisbane,B1,,,,,,
295,C60Bris,10/01/2015,Brisbane,B2,,,,,,
296,C4866Bris,10/01/2015,Brisbane,B2,,,,,,
297,C4918Darw,10/01/2015,Darwin,D1,,,,,,
298,C1915Sydn,10/01/2015,Sydney,S2,,,,,,
299,C1080Darw,10/01/2015,Darwin,D3,,,,,,
300,C4920Bris,10/01/2015,Brisbane,B3,,,,,,
301,C198Bris,10/01/2015,Brisbane,B3,,,,,,
302,C4508Darw,10/01/2015,Darwin,D1,,,,,,
303,C4227Bris,10/01/2015,Brisbane,B3,,,,,,
304,C1529Darw,10/01/2015,Darwin,D3,,,,,,
305,C2693Darw,10/01/2015,Darwin,D3,,,,,,
306,C2127Darw,10/01/2015,Darwin,D3,,,,,,
307,C2016Darw,10/01/2015,Darwin,D4,,,,,,
308,C1910Darw,10/01/2015,Darwin,D4,,,,,,
309,C30Sydn,10/01/2015,Sydney,S2,,,,,,
310,C5043Melb,10/01/2015,Melbourne,M2,,,,,,
311,C4219Bris,10/01/2015,Brisbane,B3,,,,,,
312,C3965Bris,10/01/2015,Brisbane,B3,,,,,,
313,C4681Bris,10/01/2015,Brisbane,B2,,,,,,
314,C4605Bris,10/01/2015,Brisbane,B2,,,,,,
315,C1931Darw,10/01/2015,Darwin,D3,,,,,,
316,C1620Darw,10/01/2015,Darwin,D2,,,,,,
317,C1067Darw,10/01/2015,Darwin,D2,,,,,,
318,C1798Darw,10/01/2015,Darwin,D4,,,,,,
319,C2885Darw,10/01/2015,Darwin,D2,,,,,,
320,C985Bris,10/01/2015,Brisbane,B3,,,,,,
321,C4934Darw,11/01/2015,Darwin,D4,,,,,,
322,C3501Darw,11/01/2015,Darwin,D4,,,,,,
323,C3891Darw,11/01/2015,Darwin,D4,,,,,,
324,C1743Darw,11/01/2015,Darwin,D2,,,,,,
325,C834Darw,11/01/2015,Darwin,D1,,,,,,
326,C1372Darw,11/01/2015,Darwin,D4,,,,,,
327,C1347Darw,11/01/2015,Darwin,D3,,,,,,
328,C750Darw,11/01/2015,Darwin,D2,,,,,,
329,C4753Darw,11/01/2015,Darwin,D3,,,,,,
330,C3056Darw,11/01/2015,Darwin,D4,,,,,,
331,C1634Darw,11/01/2015,Darwin,D1,,,,,,
332,C1889Darw,11/01/2015,Darwin,D4,,,,,,
333,C1776Darw,11/01/2015,Darwin,D4,,,,,,
334,C1734Darw,11/01/2015,Darwin,D3,,,,,,
335,C637Darw,11/01/2015,Darwin,D1,,,,,,
336,C1420Darw,11/01/2015,Darwin,D3,,,,,,
337,C3025Darw,11/01/2015,Darwin,D3,,,,,,
338,C584Darw,11/01/2015,Darwin,D1,,,,,,
339,C2414Darw,11/01/2015,Darwin,D2,,,,,,
340,C16Darw,11/01/2015,Darwin,D1,,,,,,
341,C1213Darw,11/01/2015,Darwin,D4,,,,,,
342,C4494Darw,11/01/2015,Darwin,D2,,,,,,
343,C1631Darw,11/01/2015,Darwin,D3,,,,,,
344,C64Darw,11/01/2015,Darwin,D3,,,,,,
345,C1080Darw,11/01/2015,Darwin,D2,,,,,,
346,C3732Darw,11/01/2015,Darwin,D1,,,,,,
347,C1318Darw,11/01/2015,Darwin,D1,,,,,,
348,C1276Darw,11/01/2015,Darwin,D3,,,,,,
349,C2693Darw,11/01/2015,Darwin,D1,,,,,,
350,C3582Bris,12/01/2015,Brisbane,B3,,,,,,
351,C1677Darw,12/01/2015,Darwin,D1,,,,,,
352,C3351Bris,12/01/2015,Brisbane,B3,,,,,,
353,C2018Sydn,12/01/2015,Sydney,S1,,,,,,
354,C3911Darw,12/01/2015,Darwin,D3,,,,,,
355,C3078Darw,12/01/2015,Darwin,D3,,,,,,
356,C2629Bris,12/01/2015,Brisbane,B2,,,,,,
357,C325Bris,12/01/2015,Brisbane,B3,,,,,,
358,C2553Bris,12/01/2015,Brisbane,B1,,,,,,
359,C1656Darw,12/01/2015,Darwin,D3,,,,,,
360,C2532Bris,12/01/2015,Brisbane,B3,,,,,,
361,C1936Darw,12/01/2015,Darwin,D3,,,,,,
362,C832Bris,12/01/2015,Brisbane,B3,,,,,,
363,C1370Darw,12/01/2015,Darwin,D4,,,,,,
364,C3987Bris,12/01/2015,Brisbane,B3,,,,,,
365,C4752Bris,12/01/2015,Brisbane,B3,,,,,,
366,C3773Melb,12/01/2015,Melbourne,M2,,,,,,
367,C2391Darw,12/01/2015,Darwin,D2,,,,,,
368,C2394Bris,12/01/2015,Brisbane,B3,,,,,,
369,C2967Darw,12/01/2015,Darwin,D2,,,,,,
370,C1111Darw,12/01/2015,Darwin,D2,,,,,,
371,C3500Sydn,12/01/2015,Sydney,S1,,,,,,
372,C1873Darw,13/01/2015,Darwin,D4,,,,,,
373,C4214Bris,13/01/2015,Brisbane,B2,,,,,,
374,C1792Darw,13/01/2015,Darwin,D4,,,,,,
375,C2793Darw,13/01/2015,Darwin,D3,,,,,,
376,C196Bris,13/01/2015,Brisbane,B1,,,,,,
377,C2486Bris,13/01/2015,Brisbane,B2,,,,,,
378,C1842Darw,13/01/2015,Darwin,D4,,,,,,
379,C4785Bris,13/01/2015,Brisbane,B2,,,,,,
380,C3766Darw,13/01/2015,Darwin,D4,,,,,,
381,C1589Darw,13/01/2015,Darwin,D3,,,,,,
382,C4922Bris,13/01/2015,Brisbane,B2,,,,,,
383,C437Bris,13/01/2015,Brisbane,B2,,,,,,
384,C1331Darw,13/01/2015,Darwin,D2,,,,,,
385,C742Darw,13/01/2015,Darwin,D1,,,,,,
386,C504Melb,13/01/2015,Melbourne,M1,,,,,,
387,C2365Bris,13/01/2015,Brisbane,B2,,,,,,
388,C646Bris,13/01/2015,Brisbane,B1,,,,,,
389,C3366Bris,13/01/2015,Brisbane,B1,,,,,,
390,C3363Bris,13/01/2015,Brisbane,B1,,,,,,
391,C3999Bris,13/01/2015,Brisbane,B1,,,,,,
392,C2801Bris,13/01/2015,Brisbane,B1,,,,,,
393,C1730Darw,13/01/2015,Darwin,D4,,,,,,
394,C4403Bris,13/01/2015,Brisbane,B2,,,,,,
395,C4411Bris,13/01/2015,Brisbane,B2,,,,,,
396,C3224Bris,13/01/2015,Brisbane,B1,,,,,,
397,C3540Darw,13/01/2015,Darwin,D1,,,,,,
398,C820Melb,13/01/2015,Melbourne,M2,,,,,,
399,C496Bris,13/01/2015,Brisbane,B2,,,,,,
400,C2503Bris,13/01/2015,Brisbane,B1,,,,,,
401,C3879Melb,13/01/2015,Melbourne,M1,,,,,,
402,C4320Bris,14/01/2015,Brisbane,B1,,,,,,
403,C3093Sydn,14/01/2015,Sydney,S2,,,,,,
404,C2011Bris,14/01/2015,Brisbane,B2,,,,,,
405,C1760Darw,14/01/2015,Darwin,D4,,,,,,
406,C3504Sydn,14/01/2015,Sydney,S2,,,,,,
407,C3964Darw,14/01/2015,Darwin,D2,,,,,,
408,C3291Bris,14/01/2015,Brisbane,B3,,,,,,
409,C4402Darw,14/01/2015,Darwin,D2,,,,,,
410,C4860Bris,14/01/2015,Brisbane,B2,,,,,,
411,C561Sydn,14/01/2015,Sydney,S1,,,,,,
412,C501Sydn,14/01/2015,Sydney,S1,,,,,,
413,C983Bris,14/01/2015,Brisbane,B3,,,,,,
414,C4126Bris,14/01/2015,Brisbane,B1,,,,,,
415,C335Bris,14/01/2015,Brisbane,B1,,,,,,
416,C1270Darw,14/01/2015,Darwin,D3,,,,,,
417,C2587Darw,14/01/2015,Darwin,D3,,,,,,
418,C1129Sydn,14/01/2015,Sydney,S2,,,,,,
419,C864Sydn,14/01/2015,Sydney,S2,,,,,,
420,C3769Melb,14/01/2015,Melbourne,M2,,,,,,
421,C3212Bris,14/01/2015,Brisbane,B3,,,,,,
422,C4601Bris,14/01/2015,Brisbane,B1,,,,,,
423,C3891Darw,14/01/2015,Darwin,D4,,,,,,
424,C4496Bris,14/01/2015,Brisbane,B3,,,,,,
425,C1362Darw,14/01/2015,Darwin,D4,,,,,,
426,C2186Bris,14/01/2015,Brisbane,B2,,,,,,
427,C1761Darw,14/01/2015,Darwin,D4,,,,,,
428,C2062Bris,14/01/2015,Brisbane,B1,,,,,,
429,C2545Sydn,14/01/2015,Sydney,S1,,,,,,
430,C4392Bris,14/01/2015,Brisbane,B1,,,,,,
431,C13Darw,15/01/2015,Darwin,D1,,,,,,
432,C4007Bris,15/01/2015,Brisbane,B1,,,,,,
433,C1674Darw,15/01/2015,Darwin,D4,,,,,,
434,C3923Melb,15/01/2015,Melbourne,M2,,,,,,
435,C3565Bris,15/01/2015,Brisbane,B2,,,,,,
436,C4981Sydn,15/01/2015,Sydney,S1,,,,,,
437,C2144Bris,15/01/2015,Brisbane,B1,,,,,,
438,C2869Sydn,15/01/2015,Sydney,S2,,,,,,
439,C4200Bris,15/01/2015,Brisbane,B2,,,,,,
440,C3671Bris,15/01/2015,Brisbane,B1,,,,,,
441,C1669Sydn,15/01/2015,Sydney,S2,,,,,,
442,C3918Bris,15/01/2015,Brisbane,B1,,,,,,
443,C2980Bris,15/01/2015,Brisbane,B2,,,,,,
444,C1232Sydn,15/01/2015,Sydney,S1,,,,,,
445,C4201Bris,15/01/2015,Brisbane,B2,,,,,,
446,C2108Bris,15/01/2015,Brisbane,B2,,,,,,
447,C2837Bris,15/01/2015,Brisbane,B1,,,,,,
448,C1907Darw,15/01/2015,Darwin,D4,,,,,,
449,C4831Bris,15/01/2015,Brisbane,B2,,,,,,
450,C2644Bris,15/01/2015,Brisbane,B1,,,,,,
451,C4530Sydn,15/01/2015,Sydney,S1,,,,,,
452,C3913Bris,15/01/2015,Brisbane,B1,,,,,,
453,C255Bris,15/01/2015,Brisbane,B1,,,,,,
454,C3640Darw,15/01/2015,Darwin,D2,,,,,,
455,C2028Sydn,15/01/2015,Sydney,S1,,,,,,
456,C3443Darw,15/01/2015,Darwin,D2,,,,,,
457,C2296Bris,15/01/2015,Brisbane,B2,,,,,,
